Name,Accuracy,Link of Leaker Dashboard,Description,Img,Status,Leak,Leak Link
🐟 Ross Young,92.9%,https://appletrack.com/ross-young/,"With over 25 years of experience in the display industry, Ross Young is well-connected to the pulse of the screen supply chain.",https://secure.gravatar.com/avatar/507b884cc2d274aece8574decf883e50?s=57&d=mm&r=g,⏳,2022 iMac will be 120Hz,https://twitter.com/DSCCRoss/status/1450684151670009864?s=20
🐟 Ross Young,92.9%,https://appletrack.com/ross-young/,"With over 25 years of experience in the display industry, Ross Young is well-connected to the pulse of the screen supply chain.",https://secure.gravatar.com/avatar/507b884cc2d274aece8574decf883e50?s=57&d=mm&r=g,⏳,2022 Apple Watch will come in 3 sizes,https://twitter.com/DSCCRoss/status/1447980008430002180?s=20
🐟 Ross Young,92.9%,https://appletrack.com/ross-young/,"With over 25 years of experience in the display industry, Ross Young is well-connected to the pulse of the screen supply chain.",https://secure.gravatar.com/avatar/507b884cc2d274aece8574decf883e50?s=57&d=mm&r=g,✅,2021 MacBook Pro will have 14/16-inch display,https://twitter.com/DSCCRoss/status/1447967733971398665?s=20
🐟 Ross Young,92.9%,https://appletrack.com/ross-young/,"With over 25 years of experience in the display industry, Ross Young is well-connected to the pulse of the screen supply chain.",https://secure.gravatar.com/avatar/507b884cc2d274aece8574decf883e50?s=57&d=mm&r=g,✅,2021 MacBook Pro will be Mini-LED,https://twitter.com/DSCCRoss/status/1447967733971398665?s=20
🐟 Ross Young,92.9%,https://appletrack.com/ross-young/,"With over 25 years of experience in the display industry, Ross Young is well-connected to the pulse of the screen supply chain.",https://secure.gravatar.com/avatar/507b884cc2d274aece8574decf883e50?s=57&d=mm&r=g,✅,2021 MacBook Pro will be 120Hz,https://twitter.com/DSCCRoss/status/1447967733971398665?s=20
🐟 Ross Young,92.9%,https://appletrack.com/ross-young/,"With over 25 years of experience in the display industry, Ross Young is well-connected to the pulse of the screen supply chain.",https://secure.gravatar.com/avatar/507b884cc2d274aece8574decf883e50?s=57&d=mm&r=g,✅,2021 iPad mini will have 8.3-inch display,https://twitter.com/DSCCRoss/status/1419728325379969031?s=20
🐟 Ross Young,92.9%,https://appletrack.com/ross-young/,"With over 25 years of experience in the display industry, Ross Young is well-connected to the pulse of the screen supply chain.",https://secure.gravatar.com/avatar/507b884cc2d274aece8574decf883e50?s=57&d=mm&r=g,✅,2021 iPad mini will have slimmer bezels ,https://twitter.com/DSCCRoss/status/1419728325379969031?s=20
🐟 Ross Young,92.9%,https://appletrack.com/ross-young/,"With over 25 years of experience in the display industry, Ross Young is well-connected to the pulse of the screen supply chain.",https://secure.gravatar.com/avatar/507b884cc2d274aece8574decf883e50?s=57&d=mm&r=g,✅,2021 iPad mini won’t have a home button,https://twitter.com/DSCCRoss/status/1419728325379969031?s=20
🐟 Ross Young,92.9%,https://appletrack.com/ross-young/,"With over 25 years of experience in the display industry, Ross Young is well-connected to the pulse of the screen supply chain.",https://secure.gravatar.com/avatar/507b884cc2d274aece8574decf883e50?s=57&d=mm&r=g,✅,iPhone SE 3 will have 4.7-inch display,https://twitter.com/DSCCRoss/status/1377677792402403328?s=20
🐟 Ross Young,92.9%,https://appletrack.com/ross-young/,"With over 25 years of experience in the display industry, Ross Young is well-connected to the pulse of the screen supply chain.",https://secure.gravatar.com/avatar/507b884cc2d274aece8574decf883e50?s=57&d=mm&r=g,✅,iPhone SE 3 will have 5G,https://twitter.com/DSCCRoss/status/1377677792402403328?s=20
🐟 Ross Young,92.9%,https://appletrack.com/ross-young/,"With over 25 years of experience in the display industry, Ross Young is well-connected to the pulse of the screen supply chain.",https://secure.gravatar.com/avatar/507b884cc2d274aece8574decf883e50?s=57&d=mm&r=g,✅,iPhone SE 3 coming in 2022,https://twitter.com/DSCCRoss/status/1377677792402403328?s=20
🐟 Ross Young,92.9%,https://appletrack.com/ross-young/,"With over 25 years of experience in the display industry, Ross Young is well-connected to the pulse of the screen supply chain.",https://secure.gravatar.com/avatar/507b884cc2d274aece8574decf883e50?s=57&d=mm&r=g,⏳,iPhone SE 4 will have 6.1-inch display,https://twitter.com/DSCCRoss/status/1377677792402403328?s=20
🐟 Ross Young,92.9%,https://appletrack.com/ross-young/,"With over 25 years of experience in the display industry, Ross Young is well-connected to the pulse of the screen supply chain.",https://secure.gravatar.com/avatar/507b884cc2d274aece8574decf883e50?s=57&d=mm&r=g,⏳,iPhone SE 4 will have punch hole design,https://twitter.com/DSCCRoss/status/1377677792402403328?s=20
🐟 Ross Young,92.9%,https://appletrack.com/ross-young/,"With over 25 years of experience in the display industry, Ross Young is well-connected to the pulse of the screen supply chain.",https://secure.gravatar.com/avatar/507b884cc2d274aece8574decf883e50?s=57&d=mm&r=g,✅,120Hz display coming to Pro iPhones in 2021,https://twitter.com/DSCCRoss/status/1312013760031326210?s=20
🐟 Ross Young,92.9%,https://appletrack.com/ross-young/,"With over 25 years of experience in the display industry, Ross Young is well-connected to the pulse of the screen supply chain.",https://secure.gravatar.com/avatar/507b884cc2d274aece8574decf883e50?s=57&d=mm&r=g,✅,No new iPhone SE model in 2021,https://twitter.com/DSCCRoss/status/1312013760031326210?s=20
🐟 Ross Young,92.9%,https://appletrack.com/ross-young/,"With over 25 years of experience in the display industry, Ross Young is well-connected to the pulse of the screen supply chain.",https://secure.gravatar.com/avatar/507b884cc2d274aece8574decf883e50?s=57&d=mm&r=g,✅,No 120Hz on iPhone 12 lineup,https://twitter.com/DSCCRoss/status/1290645289917804544?s=20
🐟 Ross Young,92.9%,https://appletrack.com/ross-young/,"With over 25 years of experience in the display industry, Ross Young is well-connected to the pulse of the screen supply chain.",https://secure.gravatar.com/avatar/507b884cc2d274aece8574decf883e50?s=57&d=mm&r=g,✅,No ProMotion on iPhone 12,https://twitter.com/DSCCRoss/status/1278339201092554752?s=20
🏀 Mark Gurman,86.4%,https://appletrack.com/mark-gurman/,"Since Bloomberg’s Mark Gurman began his career reporting on Apple rumors as a teenager at 9to5Mac, he has leaked countless products and even more features: he’s now widely regarded as one of the greatest Apple leakers of all-time.",https://secure.gravatar.com/avatar/507b884cc2d274aece8574decf883e50?s=57&d=mm&r=g,✅,New Apple monitor coming March 8,https://appletrack.com/gurman-mac-studio-and-new-monitor-coming-at-peek-performance-event-tomorrow/
🏀 Mark Gurman,86.4%,https://appletrack.com/mark-gurman/,"Since Bloomberg’s Mark Gurman began his career reporting on Apple rumors as a teenager at 9to5Mac, he has leaked countless products and even more features: he’s now widely regarded as one of the greatest Apple leakers of all-time.",https://secure.gravatar.com/avatar/507b884cc2d274aece8574decf883e50?s=57&d=mm&r=g,✅,Apple Studio coming March 8,https://appletrack.com/gurman-mac-studio-and-new-monitor-coming-at-peek-performance-event-tomorrow/
🏀 Mark Gurman,86.4%,https://appletrack.com/mark-gurman/,"Since Bloomberg’s Mark Gurman began his career reporting on Apple rumors as a teenager at 9to5Mac, he has leaked countless products and even more features: he’s now widely regarded as one of the greatest Apple leakers of all-time.",https://secure.gravatar.com/avatar/507b884cc2d274aece8574decf883e50?s=57&d=mm&r=g,✅,New Apple monitor is ready to go,https://appletrack.com/apples-new-external-display-is-finished-and-could-launch-at-any-time/
🏀 Mark Gurman,86.4%,https://appletrack.com/mark-gurman/,"Since Bloomberg’s Mark Gurman began his career reporting on Apple rumors as a teenager at 9to5Mac, he has leaked countless products and even more features: he’s now widely regarded as one of the greatest Apple leakers of all-time.",https://secure.gravatar.com/avatar/507b884cc2d274aece8574decf883e50?s=57&d=mm&r=g,⏳,Apple Watch Series 3 won’t be sold after 2022,https://appletrack.com/apple-may-finally-discontinue-the-elderly-apple-watch-series-3-later-this-year/
🏀 Mark Gurman,86.4%,https://appletrack.com/mark-gurman/,"Since Bloomberg’s Mark Gurman began his career reporting on Apple rumors as a teenager at 9to5Mac, he has leaked countless products and even more features: he’s now widely regarded as one of the greatest Apple leakers of all-time.",https://secure.gravatar.com/avatar/507b884cc2d274aece8574decf883e50?s=57&d=mm&r=g,⏳,Apple Watch Series 8 will have major activity updates,https://appletrack.com/apple-watch-series-8-getting-major-updates-this-year/
🏀 Mark Gurman,86.4%,https://appletrack.com/mark-gurman/,"Since Bloomberg’s Mark Gurman began his career reporting on Apple rumors as a teenager at 9to5Mac, he has leaked countless products and even more features: he’s now widely regarded as one of the greatest Apple leakers of all-time.",https://secure.gravatar.com/avatar/507b884cc2d274aece8574decf883e50?s=57&d=mm&r=g,⏳,2022 Apple Watches will have faster chips,https://appletrack.com/apple-watch-series-8-getting-major-updates-this-year/
🏀 Mark Gurman,86.4%,https://appletrack.com/mark-gurman/,"Since Bloomberg’s Mark Gurman began his career reporting on Apple rumors as a teenager at 9to5Mac, he has leaked countless products and even more features: he’s now widely regarded as one of the greatest Apple leakers of all-time.",https://secure.gravatar.com/avatar/507b884cc2d274aece8574decf883e50?s=57&d=mm&r=g,⏳,Apple is making a iPad/MacBook hybrid,https://appletrack.com/apple-is-working-on-a-foldable-ipad-macbook-that-might-look-like-this/
🏀 Mark Gurman,86.4%,https://appletrack.com/mark-gurman/,"Since Bloomberg’s Mark Gurman began his career reporting on Apple rumors as a teenager at 9to5Mac, he has leaked countless products and even more features: he’s now widely regarded as one of the greatest Apple leakers of all-time.",https://secure.gravatar.com/avatar/507b884cc2d274aece8574decf883e50?s=57&d=mm&r=g,⏳,Apple will release new Macs in May/June,https://appletrack.com/apple-planning-to-release-new-macs-in-march-plus-may-june/
🏀 Mark Gurman,86.4%,https://appletrack.com/mark-gurman/,"Since Bloomberg’s Mark Gurman began his career reporting on Apple rumors as a teenager at 9to5Mac, he has leaked countless products and even more features: he’s now widely regarded as one of the greatest Apple leakers of all-time.",https://secure.gravatar.com/avatar/507b884cc2d274aece8574decf883e50?s=57&d=mm&r=g,⏳,Mac mini will have standard and Pro lines this year,https://appletrack.com/new-mac-mini-and-mac-mini-pro-models-coming-in-2022/
🏀 Mark Gurman,86.4%,https://appletrack.com/mark-gurman/,"Since Bloomberg’s Mark Gurman began his career reporting on Apple rumors as a teenager at 9to5Mac, he has leaked countless products and even more features: he’s now widely regarded as one of the greatest Apple leakers of all-time.",https://secure.gravatar.com/avatar/507b884cc2d274aece8574decf883e50?s=57&d=mm&r=g,⏳,2022 will be biggest year of Mac releases ever,https://appletrack.com/apple-will-release-4-macs-with-m2-chips/
🏀 Mark Gurman,86.4%,https://appletrack.com/mark-gurman/,"Since Bloomberg’s Mark Gurman began his career reporting on Apple rumors as a teenager at 9to5Mac, he has leaked countless products and even more features: he’s now widely regarded as one of the greatest Apple leakers of all-time.",https://secure.gravatar.com/avatar/507b884cc2d274aece8574decf883e50?s=57&d=mm&r=g,⏳,2022 MacBook Pro will have lower storage configurations,https://appletrack.com/2022-macbook-pro-refresh-will-focus-on-new-low-end-model/
🏀 Mark Gurman,86.4%,https://appletrack.com/mark-gurman/,"Since Bloomberg’s Mark Gurman began his career reporting on Apple rumors as a teenager at 9to5Mac, he has leaked countless products and even more features: he’s now widely regarded as one of the greatest Apple leakers of all-time.",https://secure.gravatar.com/avatar/507b884cc2d274aece8574decf883e50?s=57&d=mm&r=g,⏳,2022 MacBook Pro will have M2 chip,https://appletrack.com/2022-macbook-pro-refresh-will-focus-on-new-low-end-model/
🏀 Mark Gurman,86.4%,https://appletrack.com/mark-gurman/,"Since Bloomberg’s Mark Gurman began his career reporting on Apple rumors as a teenager at 9to5Mac, he has leaked countless products and even more features: he’s now widely regarded as one of the greatest Apple leakers of all-time.",https://secure.gravatar.com/avatar/507b884cc2d274aece8574decf883e50?s=57&d=mm&r=g,⏳,2022 MacBook Pro won’t have Mini-LED or 120Hz,https://appletrack.com/2022-macbook-pro-refresh-will-focus-on-new-low-end-model/
🏀 Mark Gurman,86.4%,https://appletrack.com/mark-gurman/,"Since Bloomberg’s Mark Gurman began his career reporting on Apple rumors as a teenager at 9to5Mac, he has leaked countless products and even more features: he’s now widely regarded as one of the greatest Apple leakers of all-time.",https://secure.gravatar.com/avatar/507b884cc2d274aece8574decf883e50?s=57&d=mm&r=g,⏳,2022 MacBook Pro will be low-end refresh,https://appletrack.com/2022-macbook-pro-refresh-will-focus-on-new-low-end-model/
🏀 Mark Gurman,86.4%,https://appletrack.com/mark-gurman/,"Since Bloomberg’s Mark Gurman began his career reporting on Apple rumors as a teenager at 9to5Mac, he has leaked countless products and even more features: he’s now widely regarded as one of the greatest Apple leakers of all-time.",https://secure.gravatar.com/avatar/507b884cc2d274aece8574decf883e50?s=57&d=mm&r=g,✅,"Apple will hold event on March 8, 2022",https://appletrack.com/apple-march-8-event-scheduled-for-new-products/
🏀 Mark Gurman,86.4%,https://appletrack.com/mark-gurman/,"Since Bloomberg’s Mark Gurman began his career reporting on Apple rumors as a teenager at 9to5Mac, he has leaked countless products and even more features: he’s now widely regarded as one of the greatest Apple leakers of all-time.",https://secure.gravatar.com/avatar/507b884cc2d274aece8574decf883e50?s=57&d=mm&r=g,✅,New iPad Air coming in Spring 2022,https://www.bloomberg.com/news/newsletters/2022-01-30/will-apple-aapl-buy-peloton-probably-not-kz1dkcm7
🏀 Mark Gurman,86.4%,https://appletrack.com/mark-gurman/,"Since Bloomberg’s Mark Gurman began his career reporting on Apple rumors as a teenager at 9to5Mac, he has leaked countless products and even more features: he’s now widely regarded as one of the greatest Apple leakers of all-time.",https://secure.gravatar.com/avatar/507b884cc2d274aece8574decf883e50?s=57&d=mm&r=g,⏳,New Mac mini coming in Spring 2022,https://www.bloomberg.com/news/newsletters/2022-01-30/will-apple-aapl-buy-peloton-probably-not-kz1dkcm7
🏀 Mark Gurman,86.4%,https://appletrack.com/mark-gurman/,"Since Bloomberg’s Mark Gurman began his career reporting on Apple rumors as a teenager at 9to5Mac, he has leaked countless products and even more features: he’s now widely regarded as one of the greatest Apple leakers of all-time.",https://secure.gravatar.com/avatar/507b884cc2d274aece8574decf883e50?s=57&d=mm&r=g,✅,iPhone SE 3 coming in Spring 2022,https://www.bloomberg.com/news/newsletters/2022-01-30/will-apple-aapl-buy-peloton-probably-not-kz1dkcm7
🏀 Mark Gurman,86.4%,https://appletrack.com/mark-gurman/,"Since Bloomberg’s Mark Gurman began his career reporting on Apple rumors as a teenager at 9to5Mac, he has leaked countless products and even more features: he’s now widely regarded as one of the greatest Apple leakers of all-time.",https://secure.gravatar.com/avatar/507b884cc2d274aece8574decf883e50?s=57&d=mm&r=g,✅,Apple will turn iPhones into payment terminals,https://www.bloomberg.com/news/articles/2022-01-27/apple-to-let-iphones-accept-credit-cards-without-extra-hardware
🏀 Mark Gurman,86.4%,https://appletrack.com/mark-gurman/,"Since Bloomberg’s Mark Gurman began his career reporting on Apple rumors as a teenager at 9to5Mac, he has leaked countless products and even more features: he’s now widely regarded as one of the greatest Apple leakers of all-time.",https://secure.gravatar.com/avatar/507b884cc2d274aece8574decf883e50?s=57&d=mm&r=g,✅,Payment terminal feature coming in iOS 15,https://www.bloomberg.com/news/articles/2022-01-27/apple-to-let-iphones-accept-credit-cards-without-extra-hardware
🏀 Mark Gurman,86.4%,https://appletrack.com/mark-gurman/,"Since Bloomberg’s Mark Gurman began his career reporting on Apple rumors as a teenager at 9to5Mac, he has leaked countless products and even more features: he’s now widely regarded as one of the greatest Apple leakers of all-time.",https://secure.gravatar.com/avatar/507b884cc2d274aece8574decf883e50?s=57&d=mm&r=g,⏳,Apple will release most products in history in Fall 2022,https://www.bloomberg.com/news/newsletters/2022-01-23/when-will-apple-aapl-release-new-iphone-se-5g-and-ipad-air-apple-spring-event-kyrmlang
🏀 Mark Gurman,86.4%,https://appletrack.com/mark-gurman/,"Since Bloomberg’s Mark Gurman began his career reporting on Apple rumors as a teenager at 9to5Mac, he has leaked countless products and even more features: he’s now widely regarded as one of the greatest Apple leakers of all-time.",https://secure.gravatar.com/avatar/507b884cc2d274aece8574decf883e50?s=57&d=mm&r=g,⏳,Apple AR/VR headset won’t ship until 2023,https://www.bloomberg.com/news/articles/2022-01-14/apple-s-hotly-anticipated-headset-risks-being-delayed-until-2023
🏀 Mark Gurman,86.4%,https://appletrack.com/mark-gurman/,"Since Bloomberg’s Mark Gurman began his career reporting on Apple rumors as a teenager at 9to5Mac, he has leaked countless products and even more features: he’s now widely regarded as one of the greatest Apple leakers of all-time.",https://secure.gravatar.com/avatar/507b884cc2d274aece8574decf883e50?s=57&d=mm&r=g,✅,Apple holding March/April event,https://www.bloomberg.com/news/newsletters/2022-01-09/apple-should-develop-checking-accounts-debit-card-stock-trading-tools-ky7mf6sf
🏀 Mark Gurman,86.4%,https://appletrack.com/mark-gurman/,"Since Bloomberg’s Mark Gurman began his career reporting on Apple rumors as a teenager at 9to5Mac, he has leaked countless products and even more features: he’s now widely regarded as one of the greatest Apple leakers of all-time.",https://secure.gravatar.com/avatar/507b884cc2d274aece8574decf883e50?s=57&d=mm&r=g,✅,iPhone SE 3 coming in March/April,https://www.bloomberg.com/news/newsletters/2022-01-09/apple-should-develop-checking-accounts-debit-card-stock-trading-tools-ky7mf6sf
🏀 Mark Gurman,86.4%,https://appletrack.com/mark-gurman/,"Since Bloomberg’s Mark Gurman began his career reporting on Apple rumors as a teenager at 9to5Mac, he has leaked countless products and even more features: he’s now widely regarded as one of the greatest Apple leakers of all-time.",https://secure.gravatar.com/avatar/507b884cc2d274aece8574decf883e50?s=57&d=mm&r=g,⏳,M2 chip will have faster 8-core CPU,https://www.bloomberg.com/news/newsletters/2022-01-02/what-s-apple-aapl-releasing-in-2022-iphone-14-airpods-pro-2-imac-pro-ipads-kxxmcej5
🏀 Mark Gurman,86.4%,https://appletrack.com/mark-gurman/,"Since Bloomberg’s Mark Gurman began his career reporting on Apple rumors as a teenager at 9to5Mac, he has leaked countless products and even more features: he’s now widely regarded as one of the greatest Apple leakers of all-time.",https://secure.gravatar.com/avatar/507b884cc2d274aece8574decf883e50?s=57&d=mm&r=g,⏳,M2 chip will have 9/10-core GPU,https://www.bloomberg.com/news/newsletters/2022-01-02/what-s-apple-aapl-releasing-in-2022-iphone-14-airpods-pro-2-imac-pro-ipads-kxxmcej5
🏀 Mark Gurman,86.4%,https://appletrack.com/mark-gurman/,"Since Bloomberg’s Mark Gurman began his career reporting on Apple rumors as a teenager at 9to5Mac, he has leaked countless products and even more features: he’s now widely regarded as one of the greatest Apple leakers of all-time.",https://secure.gravatar.com/avatar/507b884cc2d274aece8574decf883e50?s=57&d=mm&r=g,✅,Apple’s external display will be a half-price XDR display,https://www.bloomberg.com/news/newsletters/2022-01-02/what-s-apple-aapl-releasing-in-2022-iphone-14-airpods-pro-2-imac-pro-ipads-kxxmcej5
🏀 Mark Gurman,86.4%,https://appletrack.com/mark-gurman/,"Since Bloomberg’s Mark Gurman began his career reporting on Apple rumors as a teenager at 9to5Mac, he has leaked countless products and even more features: he’s now widely regarded as one of the greatest Apple leakers of all-time.",https://secure.gravatar.com/avatar/507b884cc2d274aece8574decf883e50?s=57&d=mm&r=g,⏳,Apple will announce all Apple Silicon Macs by June 2022,https://www.bloomberg.com/news/newsletters/2022-01-02/what-s-apple-aapl-releasing-in-2022-iphone-14-airpods-pro-2-imac-pro-ipads-kxxmcej5
🏀 Mark Gurman,86.4%,https://appletrack.com/mark-gurman/,"Since Bloomberg’s Mark Gurman began his career reporting on Apple rumors as a teenager at 9to5Mac, he has leaked countless products and even more features: he’s now widely regarded as one of the greatest Apple leakers of all-time.",https://secure.gravatar.com/avatar/507b884cc2d274aece8574decf883e50?s=57&d=mm&r=g,⏳,Apple AR/VR headset will have VR FaceTime,https://www.bloomberg.com/news/newsletters/2021-12-05/apple-verizon-t-mobile-at-t-iphone-13-apple-watch-ipad-rebates-not-working-kwtm0hum
🏀 Mark Gurman,86.4%,https://appletrack.com/mark-gurman/,"Since Bloomberg’s Mark Gurman began his career reporting on Apple rumors as a teenager at 9to5Mac, he has leaked countless products and even more features: he’s now widely regarded as one of the greatest Apple leakers of all-time.",https://secure.gravatar.com/avatar/507b884cc2d274aece8574decf883e50?s=57&d=mm&r=g,⏳,Apple AR/VR headset will have Animoji,https://www.bloomberg.com/news/newsletters/2021-12-05/apple-verizon-t-mobile-at-t-iphone-13-apple-watch-ipad-rebates-not-working-kwtm0hum
🏀 Mark Gurman,86.4%,https://appletrack.com/mark-gurman/,"Since Bloomberg’s Mark Gurman began his career reporting on Apple rumors as a teenager at 9to5Mac, he has leaked countless products and even more features: he’s now widely regarded as one of the greatest Apple leakers of all-time.",https://secure.gravatar.com/avatar/507b884cc2d274aece8574decf883e50?s=57&d=mm&r=g,⏳,"Apple AR/VR headset will cost around $2,000",https://www.bloomberg.com/authors/AS7Hj1mBMGM/mark-gurman
🏀 Mark Gurman,86.4%,https://appletrack.com/mark-gurman/,"Since Bloomberg’s Mark Gurman began his career reporting on Apple rumors as a teenager at 9to5Mac, he has leaked countless products and even more features: he’s now widely regarded as one of the greatest Apple leakers of all-time.",https://secure.gravatar.com/avatar/507b884cc2d274aece8574decf883e50?s=57&d=mm&r=g,⏳,Apple AR/VR headset won’t be about the metaverse,https://www.bloomberg.com/authors/AS7Hj1mBMGM/mark-gurman
🏀 Mark Gurman,86.4%,https://appletrack.com/mark-gurman/,"Since Bloomberg’s Mark Gurman began his career reporting on Apple rumors as a teenager at 9to5Mac, he has leaked countless products and even more features: he’s now widely regarded as one of the greatest Apple leakers of all-time.",https://secure.gravatar.com/avatar/507b884cc2d274aece8574decf883e50?s=57&d=mm&r=g,✅,No more Apple events in 2021,https://www.bloomberg.com/news/newsletters/2021-10-23/apple-aapl-2021-macbook-pro-with-m1-pro-m1-max-fixes-problems
🏀 Mark Gurman,86.4%,https://appletrack.com/mark-gurman/,"Since Bloomberg’s Mark Gurman began his career reporting on Apple rumors as a teenager at 9to5Mac, he has leaked countless products and even more features: he’s now widely regarded as one of the greatest Apple leakers of all-time.",https://secure.gravatar.com/avatar/507b884cc2d274aece8574decf883e50?s=57&d=mm&r=g,✅,2021 MacBook Pro coming in October,https://www.bloomberg.com/news/newsletters/2021-10-03/will-consumers-want-the-astro-robot-echo-show-15-amazon-glow-kubj4jco
